transaction_id,product,region,quantity,price,timestamp,customer_id,customer_name,customer_age,customer_gender,customer_location,product_id,product_name,product_category,product_brand,product_rating,discount_applied,total_amount,payment_method,order_date,order_time,delivery_time
3168,Customer_3168,30,Female,East India,86,Smartphone,Home Appliances,Sony,3.5,743974,3,76711.75,0.14,197916.32,Cash,2025-05-31,10:19:15,2025-06-03 10:19:15
2106,Customer_2106,26,Male,West India,54,Laptop,Wearables,Samsung,3.9,444292,2,191694.26,0.15,325880.24,UPI,2025-05-31,10:19:16,2025-06-06 10:19:16
1855,Customer_1855,56,Female,South India,76,Smartwatch,Home Appliances,Samsung,4.3,196866,2,16132.01,0.05,30650.82,Credit/Debit Card,2025-05-31,10:19:17,2025-06-05 10:19:17
9257,Customer_9257,25,Female,South India,62,Washing Machine,Electronics,Samsung,3.7,617083,2,33406.4,0.15,56790.88,Net Banking,2025-05-31,10:19:18,2025-06-03 10:19:18
9289,Customer_9289,24,Male,West India,93,Laptop,Wearables,Sony,4.7,175272,1,192849.86,0.25,144637.39,UPI,2025-05-31,10:19:19,2025-06-01 10:19:19
9749,Customer_9749,55,Female,East India,28,Smartphone,Home Appliances,Samsung,4.0,858702,4,51471.36,0.14,177061.48,Credit/Debit Card,2025-05-31,10:19:20,2025-06-07 10:19:20
5446,Customer_5446,40,Female,East India,55,Smartphone,Wearables,Sony,3.9,436614,1,19380.26,0.26,14341.39,UPI,2025-05-31,10:19:21,2025-06-06 10:19:21
1663,Customer_1663,55,Female,East India,46,TV,Wearables,Sony,3.7,106440,4,146871.73,0.15,499363.88,Cash,2025-05-31,10:19:22,2025-06-01 10:19:22
1928,Customer_1928,21,Male,North India,59,Smartphone,Electronics,Boat,4.3,159792,5,58947.89,0.02,288844.66,Net Banking,2025-05-31,10:19:23,2025-06-06 10:19:23
9667,Customer_9667,41,Female,South India,90,Refrigerator,Electronics,Xiaomi,4.6,860521,2,89484.17,0.1,161071.51,UPI,2025-05-31,10:19:24,2025-06-02 10:19:24
1297,Customer_1297,49,Male,West India,73,Headphones,Electronics,OnePlus,4.5,312831,4,22875.63,0.14,78692.17,UPI,2025-05-31,10:19:25,2025-06-03 10:19:25
6009,Customer_6009,49,Female,North India,63,Washing Machine,Home Appliances,LG,4.0,600760,4,17043.87,0.09,62039.69,Net Banking,2025-05-31,10:19:26,2025-06-07 10:19:26
6464,Customer_6464,29,Male,East India,3,Refrigerator,Electronics,Sony,4.4,761393,2,90038.65,0.21,142261.07,Cash,2025-05-31,10:19:27,2025-06-07 10:19:27
9743,Customer_9743,27,Female,East India,27,Washing Machine,Electronics,OnePlus,4.5,367161,3,52081.72,0.23,120308.77,Net Banking,2025-05-31,10:19:28,2025-06-01 10:19:28
6658,Customer_6658,23,Female,West India,56,TV,Wearables,Boat,4.8,242489,2,258310.89,0.1,464959.6,UPI,2025-05-31,10:19:29,2025-06-03 10:19:29
3855,Customer_3855,56,Male,West India,9,TV,Electronics,Xiaomi,4.6,431621,5,130708.21,0.13,568580.71,Net Banking,2025-05-31,10:19:30,2025-06-03 10:19:30
7727,Customer_7727,44,Male,North India,66,Smartwatch,Home Appliances,Samsung,4.9,273797,1,19826.51,0.07,18438.65,Credit/Debit Card,2025-05-31,10:19:31,2025-06-06 10:19:31
9528,Customer_9528,31,Female,South India,48,Headphones,Home Appliances,OnePlus,3.7,203190,5,17991.89,0.03,87260.67,Net Banking,2025-05-31,10:19:32,2025-06-02 10:19:32
8147,Customer_8147,50,Female,North India,87,Headphones,Wearables,Samsung,4.2,995919,2,16282.11,0.01,32238.58,Cash,2025-05-31,10:19:33,2025-06-03 10:19:33
2875,Customer_2875,42,Female,East India,70,TV,Electronics,OnePlus,3.5,989013,2,44806.72,0.06,84236.63,Net Banking,2025-05-31,10:19:34,2025-06-03 10:19:34
3611,Customer_3611,25,Female,East India,82,Smartwatch,Wearables,Boat,5.0,804219,3,10149.02,0.21,24053.18,Cash,2025-05-31,10:19:35,2025-06-03 10:19:35
4960,Customer_4960,31,Male,South India,46,TV,Electronics,Boat,3.8,263295,3,195746.73,0.11,522643.77,UPI,2025-05-31,10:19:36,2025-06-02 10:19:36
4502,Customer_4502,48,Male,South India,32,Washing Machine,Electronics,LG,4.8,339270,3,59392.21,0.27,130068.94,Cash,2025-05-31,10:19:37,2025-06-06 10:19:37
7178,Customer_7178,57,Female,East India,23,Refrigerator,Electronics,Sony,4.7,347355,3,72909.89,0.03,212167.78,Credit/Debit Card,2025-05-31,10:19:38,2025-06-03 10:19:38
7575,Customer_7575,56,Male,East India,38,Headphones,Electronics,Apple,4.6,181924,5,16029.44,0.16,67323.65,Net Banking,2025-05-31,10:19:39,2025-06-04 10:19:39
8783,Customer_8783,27,Female,West India,70,Laptop,Wearables,OnePlus,4.2,727290,1,80966.02,0.18,66392.14,Net Banking,2025-05-31,10:19:40,2025-06-05 10:19:40
1800,Customer_1800,43,Male,South India,1,Smartphone,Wearables,Sony,4.0,123333,5,143164.7,0.18,586975.27,Credit/Debit Card,2025-05-31,10:19:41,2025-06-03 10:19:41
6344,Customer_6344,44,Male,West India,23,Washing Machine,Wearables,LG,4.7,461024,5,17970.02,0.26,66489.07,UPI,2025-05-31,10:19:42,2025-06-03 10:19:42
1084,Customer_1084,32,Female,East India,25,TV,Electronics,OnePlus,3.6,858914,4,85833.2,0.05,326166.16,Net Banking,2025-05-31,10:19:43,2025-06-02 10:19:43
7122,Customer_7122,22,Female,North India,87,Headphones,Electronics,Samsung,3.7,462217,3,26696.07,0.25,60066.16,Credit/Debit Card,2025-05-31,10:19:44,2025-06-02 10:19:44
3341,Customer_3341,30,Female,South India,95,Smartphone,Electronics,LG,4.1,176079,3,149693.1,0.07,417643.75,Net Banking,2025-05-31,10:19:45,2025-06-05 10:19:45
7304,Customer_7304,22,Female,West India,22,Smartwatch,Electronics,OnePlus,4.1,330137,4,12918.7,0.12,45473.82,Credit/Debit Card,2025-05-31,10:19:46,2025-06-03 10:19:46
9235,Customer_9235,42,Male,South India,73,Smartwatch,Wearables,OnePlus,4.7,785532,2,8731.1,0.0,17462.2,Credit/Debit Card,2025-05-31,10:19:48,2025-06-03 10:19:48
6640,Customer_6640,21,Female,North India,37,Smartphone,Wearables,OnePlus,4.5,848880,5,30625.98,0.2,122503.92,UPI,2025-05-31,10:19:49,2025-06-02 10:19:49
3468,Customer_3468,24,Female,South India,15,Smartphone,Electronics,Boat,3.6,959047,2,20517.54,0.01,40624.73,Net Banking,2025-05-31,10:19:50,2025-06-03 10:19:50
4211,Customer_4211,37,Male,East India,70,Headphones,Wearables,OnePlus,4.1,453025,2,15956.5,0.08,29359.96,UPI,2025-05-31,10:19:51,2025-06-02 10:19:51
3462,Customer_3462,38,Male,West India,72,Washing Machine,Wearables,Apple,4.2,732249,5,65398.02,0.18,268131.88,Credit/Debit Card,2025-05-31,10:19:52,2025-06-07 10:19:52
4421,Customer_4421,46,Female,West India,21,TV,Electronics,Samsung,4.9,550306,4,39028.41,0.24,118646.37,Cash,2025-05-31,10:19:53,2025-06-07 10:19:53
1604,Customer_1604,45,Male,North India,42,Smartwatch,Home Appliances,Xiaomi,4.4,116238,1,6649.21,0.02,6516.23,Credit/Debit Card,2025-05-31,10:19:54,2025-06-06 10:19:54
1184,Customer_1184,29,Female,East India,44,Laptop,Electronics,OnePlus,4.0,128798,2,63475.91,0.29,90135.79,Net Banking,2025-05-31,10:19:55,2025-06-01 10:19:55
8999,Customer_8999,29,Male,South India,44,TV,Home Appliances,LG,3.8,168975,3,147922.98,0.27,323951.33,Credit/Debit Card,2025-05-31,10:19:56,2025-06-03 10:19:56
5557,Customer_5557,58,Male,South India,53,Washing Machine,Electronics,Sony,4.2,104595,5,33613.35,0.03,163024.75,Net Banking,2025-05-31,10:19:57,2025-06-03 10:19:57
5572,Customer_5572,31,Female,South India,21,Refrigerator,Wearables,Samsung,4.1,518419,4,22608.95,0.01,89531.44,Cash,2025-05-31,10:19:58,2025-06-02 10:19:58
5851,Customer_5851,46,Male,North India,55,Smartwatch,Wearables,Apple,3.9,775440,2,19464.12,0.17,32310.44,Credit/Debit Card,2025-05-31,10:19:59,2025-06-05 10:19:59
8414,Customer_8414,33,Female,South India,48,Refrigerator,Home Appliances,Xiaomi,3.9,364557,4,92347.75,0.04,354615.36,Cash,2025-05-31,10:20:00,2025-06-04 10:20:00
2248,Customer_2248,31,Female,South India,78,Smartwatch,Electronics,Boat,4.2,643767,4,38488.77,0.24,117005.86,UPI,2025-05-31,10:20:01,2025-06-07 10:20:01
6274,Customer_6274,47,Male,West India,59,Refrigerator,Home Appliances,LG,4.5,584356,3,73419.91,0.15,187220.77,Net Banking,2025-05-31,10:20:02,2025-06-02 10:20:02
4280,Customer_4280,18,Male,North India,61,Washing Machine,Home Appliances,Xiaomi,3.8,644107,1,13452.61,0.29,9551.35,Credit/Debit Card,2025-05-31,10:20:03,2025-06-04 10:20:03
6460,Customer_6460,24,Male,West India,43,Smartwatch,Wearables,OnePlus,4.0,738423,2,37282.89,0.2,59652.62,Cash,2025-05-31,10:20:04,2025-06-05 10:20:04
5753,Customer_5753,37,Male,East India,65,Smartwatch,Wearables,Boat,4.0,225684,3,45045.4,0.06,127028.03,Cash,2025-05-31,10:20:05,2025-06-01 10:20:05
4942,Customer_4942,51,Female,North India,20,Laptop,Electronics,Samsung,4.3,453326,2,153453.36,0.21,242456.31,Cash,2025-05-31,10:20:06,2025-06-02 10:20:06
1419,Customer_1419,58,Female,North India,24,Refrigerator,Electronics,Xiaomi,4.1,173791,4,96672.37,0.03,375088.8,UPI,2025-05-31,10:20:07,2025-06-03 10:20:07
3467,Customer_3467,57,Male,South India,49,Washing Machine,Electronics,Boat,4.8,527390,1,36054.32,0.18,29564.54,Credit/Debit Card,2025-05-31,10:20:08,2025-06-05 10:20:08
3954,Customer_3954,53,Female,West India,68,Refrigerator,Home Appliances,LG,4.1,920422,3,54506.34,0.04,156978.26,UPI,2025-05-31,10:20:09,2025-06-06 10:20:09
7370,Customer_7370,43,Female,South India,86,TV,Home Appliances,Apple,4.9,607709,1,76116.06,0.14,65459.81,UPI,2025-05-31,10:20:10,2025-06-05 10:20:10
2988,Customer_2988,47,Male,West India,46,Washing Machine,Home Appliances,Apple,4.5,848754,2,40329.96,0.27,58881.74,Cash,2025-05-31,10:20:11,2025-06-07 10:20:11
6087,Customer_6087,42,Female,North India,68,TV,Wearables,Sony,4.0,215062,4,294244.13,0.08,1082818.4,UPI,2025-05-31,10:20:12,2025-06-02 10:20:12
5365,Customer_5365,43,Male,East India,92,Smartphone,Home Appliances,Samsung,4.1,213898,1,117880.12,0.06,110807.31,Credit/Debit Card,2025-05-31,10:20:13,2025-06-04 10:20:13
7482,Customer_7482,30,Male,South India,58,Headphones,Home Appliances,Apple,3.6,387063,4,19199.76,0.19,62207.22,UPI,2025-05-31,10:20:14,2025-06-03 10:20:14
9395,Customer_9395,53,Female,North India,4,Smartphone,Home Appliances,Sony,4.8,268485,2,111151.33,0.26,164503.97,UPI,2025-05-31,10:20:15,2025-06-04 10:20:15
2863,Customer_2863,42,Male,East India,28,TV,Home Appliances,LG,4.5,620351,4,37841.38,0.13,131688.0,Net Banking,2025-05-31,10:20:16,2025-06-06 10:20:16
1213,Customer_1213,57,Female,South India,53,Refrigerator,Home Appliances,Boat,3.7,672838,4,68805.72,0.21,217426.08,Cash,2025-05-31,10:20:17,2025-06-01 10:20:17
2491,Customer_2491,30,Male,East India,69,Headphones,Wearables,Samsung,4.7,912476,4,6346.68,0.14,21832.58,UPI,2025-05-31,10:20:18,2025-06-05 10:20:18
8705,Customer_8705,27,Male,East India,61,Refrigerator,Wearables,OnePlus,4.9,988201,3,25459.37,0.02,74850.55,Net Banking,2025-05-31,10:20:19,2025-06-01 10:20:19
9983,Customer_9983,52,Male,West India,73,Refrigerator,Electronics,Sony,4.7,879589,3,46155.15,0.03,134311.49,UPI,2025-05-31,10:20:20,2025-06-01 10:20:20
4412,Customer_4412,50,Female,South India,35,Smartwatch,Wearables,LG,4.7,933677,2,36503.18,0.28,52564.58,Net Banking,2025-05-31,10:20:21,2025-06-03 10:20:21
9984,Customer_9984,54,Male,South India,65,Refrigerator,Home Appliances,LG,3.9,602323,3,77277.83,0.15,197058.47,Cash,2025-05-31,10:20:22,2025-06-03 10:20:22
8845,Customer_8845,52,Female,North India,40,Smartphone,Home Appliances,Sony,4.2,299016,5,65247.12,0.26,241414.34,Net Banking,2025-05-31,10:20:23,2025-06-02 10:20:23
5879,Customer_5879,19,Female,North India,30,Laptop,Electronics,Xiaomi,4.0,495423,5,53601.46,0.29,190285.18,Cash,2025-05-31,10:20:24,2025-06-02 10:20:24
8145,Customer_8145,52,Male,South India,17,Laptop,Electronics,Sony,4.2,501549,2,133093.88,0.16,223597.72,Cash,2025-05-31,10:20:25,2025-06-03 10:20:25
1663,Customer_1663,38,Female,East India,72,Refrigerator,Wearables,Boat,4.0,846842,4,45373.7,0.07,168790.16,Net Banking,2025-05-31,10:20:26,2025-06-04 10:20:26
5903,Customer_5903,42,Female,East India,26,Headphones,Electronics,Boat,3.9,674743,5,29620.93,0.15,125888.95,Credit/Debit Card,2025-05-31,10:20:27,2025-06-01 10:20:27
4092,Customer_4092,60,Male,North India,1,Headphones,Wearables,LG,4.5,557706,1,20457.46,0.11,18207.14,Credit/Debit Card,2025-05-31,10:20:28,2025-06-05 10:20:28
1841,Customer_1841,29,Male,West India,89,Washing Machine,Wearables,Apple,3.6,949673,5,34767.53,0.17,144285.25,UPI,2025-05-31,10:20:29,2025-06-07 10:20:29
3273,Customer_3273,37,Male,North India,76,Laptop,Electronics,Apple,3.8,817996,5,74979.38,0.0,374896.9,Credit/Debit Card,2025-05-31,10:20:30,2025-06-07 10:20:30
2608,Customer_2608,48,Female,South India,1,TV,Wearables,Apple,3.8,498820,4,31245.67,0.16,104985.45,Credit/Debit Card,2025-05-31,10:20:31,2025-06-04 10:20:31
3311,Customer_3311,20,Female,West India,82,TV,Home Appliances,Xiaomi,4.1,523040,5,196110.5,0.11,872691.72,Credit/Debit Card,2025-05-31,10:20:32,2025-06-07 10:20:32
7322,Customer_7322,30,Male,West India,76,TV,Home Appliances,LG,3.6,724322,1,184485.63,0.11,164192.21,Cash,2025-05-31,10:20:33,2025-06-02 10:20:33
6422,Customer_6422,58,Female,South India,72,Smartphone,Wearables,LG,4.3,157762,1,127051.12,0.26,94017.83,UPI,2025-05-31,10:20:34,2025-06-07 10:20:34
8624,Customer_8624,49,Male,North India,56,Refrigerator,Electronics,Sony,4.2,488994,3,76537.25,0.28,165320.46,Credit/Debit Card,2025-05-31,10:20:35,2025-06-04 10:20:35
4298,Customer_4298,35,Male,North India,27,Washing Machine,Electronics,Xiaomi,3.8,167247,3,37237.19,0.03,108360.22,Credit/Debit Card,2025-05-31,10:20:36,2025-06-07 10:20:36
2553,Customer_2553,24,Female,East India,49,Headphones,Home Appliances,Boat,4.9,940495,2,1044.38,0.12,1838.11,Credit/Debit Card,2025-05-31,10:20:37,2025-06-01 10:20:37
3749,Customer_3749,51,Male,East India,35,Smartphone,Home Appliances,Xiaomi,3.6,901994,5,66933.63,0.01,331321.47,UPI,2025-05-31,10:20:38,2025-06-07 10:20:38
1247,Customer_1247,20,Female,West India,45,Smartwatch,Home Appliances,LG,4.0,237769,4,41582.08,0.15,141379.07,Credit/Debit Card,2025-05-31,10:20:39,2025-06-04 10:20:39
5232,Customer_5232,24,Female,North India,23,Headphones,Wearables,Sony,4.1,838795,3,3100.89,0.09,8465.43,Credit/Debit Card,2025-05-31,10:20:40,2025-06-02 10:20:40
1495,Customer_1495,28,Male,South India,22,Laptop,Wearables,OnePlus,4.7,789537,1,162932.52,0.3,114052.76,Credit/Debit Card,2025-05-31,10:20:41,2025-06-03 10:20:41
6768,Customer_6768,48,Male,North India,65,Smartwatch,Electronics,Samsung,3.8,679875,2,18546.41,0.1,33383.54,Cash,2025-05-31,10:20:42,2025-06-02 10:20:42
9408,Customer_9408,57,Male,East India,18,TV,Home Appliances,Xiaomi,3.7,802521,5,80964.34,0.15,344098.44,UPI,2025-05-31,10:20:43,2025-06-07 10:20:43
8904,Customer_8904,49,Male,East India,46,Laptop,Electronics,OnePlus,3.8,963128,4,54952.47,0.11,195630.79,Cash,2025-05-31,10:20:44,2025-06-04 10:20:44
6892,Customer_6892,45,Male,North India,98,Washing Machine,Electronics,Xiaomi,3.5,148125,3,13423.63,0.18,33022.13,UPI,2025-05-31,10:20:45,2025-06-03 10:20:45
4714,Customer_4714,25,Female,North India,90,Laptop,Wearables,Sony,3.6,149532,4,97114.22,0.17,322419.21,Cash,2025-05-31,10:20:46,2025-06-05 10:20:46
1928,Customer_1928,53,Male,North India,71,TV,Home Appliances,Sony,4.7,570874,2,35979.86,0.13,62604.96,UPI,2025-05-31,10:20:47,2025-06-03 10:20:47
1078,Customer_1078,39,Male,North India,59,Refrigerator,Home Appliances,Boat,4.4,860518,3,75479.12,0.06,212851.12,Net Banking,2025-05-31,10:20:48,2025-06-04 10:20:48
8602,Customer_8602,24,Male,West India,93,Washing Machine,Wearables,LG,4.3,955206,4,50216.06,0.09,182786.46,Net Banking,2025-05-31,10:20:49,2025-06-01 10:20:49
6630,Customer_6630,52,Female,East India,88,Laptop,Electronics,Xiaomi,4.0,302941,1,87309.6,0.03,84690.31,Credit/Debit Card,2025-05-31,10:20:50,2025-06-01 10:20:50
2955,Customer_2955,33,Male,South India,37,Smartwatch,Home Appliances,LG,4.0,618981,1,14338.13,0.04,13764.6,Net Banking,2025-05-31,10:20:51,2025-06-04 10:20:51
4100,Customer_4100,24,Male,South India,55,Smartphone,Electronics,Samsung,4.5,106326,2,128424.05,0.22,200341.52,Cash,2025-05-31,10:20:52,2025-06-05 10:20:52
4765,Customer_4765,49,Female,North India,10,Headphones,Home Appliances,Sony,4.1,391122,5,18957.32,0.16,79620.74,Credit/Debit Card,2025-05-31,10:20:53,2025-06-07 10:20:53
5694,Customer_5694,58,Female,East India,95,Refrigerator,Home Appliances,Sony,3.6,867082,1,80908.32,0.14,69581.16,Credit/Debit Card,2025-05-31,10:20:54,2025-06-01 10:20:54
1296,Customer_1296,39,Male,West India,17,Laptop,Wearables,Samsung,4.0,424971,5,63149.75,0.17,262071.46,UPI,2025-05-31,10:20:55,2025-06-01 10:20:55
2589,Customer_2589,55,Female,South India,9,Washing Machine,Home Appliances,Apple,4.6,186722,2,58312.26,0.01,115458.27,Cash,2025-05-31,10:20:56,2025-06-03 10:20:56
4083,Customer_4083,34,Female,North India,39,Laptop,Wearables,Sony,4.3,444582,4,114164.47,0.21,360759.73,Cash,2025-05-31,10:20:57,2025-06-06 10:20:57
2111,Customer_2111,28,Male,South India,81,Headphones,Wearables,Apple,3.8,416314,4,753.76,0.25,2261.28,UPI,2025-05-31,10:20:58,2025-06-05 10:20:58
4550,Customer_4550,34,Male,South India,92,Smartwatch,Wearables,OnePlus,4.8,387244,5,14125.41,0.16,59326.72,UPI,2025-05-31,10:20:59,2025-06-04 10:20:59
4122,Customer_4122,31,Male,North India,96,Headphones,Electronics,Samsung,4.0,959502,3,28990.49,0.05,82622.9,Net Banking,2025-05-31,10:21:00,2025-06-05 10:21:00
3766,Customer_3766,48,Male,West India,25,Laptop,Home Appliances,LG,3.8,849838,3,84981.48,0.06,239647.77,Credit/Debit Card,2025-05-31,10:21:01,2025-06-02 10:21:01
5338,Customer_5338,43,Female,West India,27,Refrigerator,Wearables,Sony,3.8,133076,4,30604.65,0.19,99159.07,Cash,2025-05-31,10:21:02,2025-06-07 10:21:02
2014,Customer_2014,46,Male,East India,10,Refrigerator,Wearables,Xiaomi,4.1,911721,2,38065.26,0.13,66233.55,Net Banking,2025-05-31,10:21:03,2025-06-07 10:21:03
5051,Customer_5051,28,Female,West India,81,Washing Machine,Electronics,LG,3.8,261444,4,24061.59,0.01,95283.9,Credit/Debit Card,2025-05-31,10:21:04,2025-06-06 10:21:04
1255,Customer_1255,18,Female,South India,62,Laptop,Electronics,Boat,3.8,166717,3,32140.19,0.3,67494.4,UPI,2025-05-31,10:21:05,2025-06-05 10:21:05
1683,Customer_1683,28,Female,North India,79,Smartphone,Home Appliances,OnePlus,3.8,149608,2,131897.66,0.09,240053.74,Net Banking,2025-05-31,10:21:06,2025-06-01 10:21:06
2960,Customer_2960,40,Male,East India,69,Smartphone,Electronics,LG,4.7,155132,4,72905.22,0.2,233296.7,Credit/Debit Card,2025-05-31,10:21:07,2025-06-01 10:21:07
4130,Customer_4130,52,Male,East India,91,Refrigerator,Electronics,Samsung,4.6,555588,4,17630.7,0.24,53597.33,Cash,2025-05-31,10:21:08,2025-06-01 10:21:08
4835,Customer_4835,20,Female,South India,99,Smartphone,Wearables,Sony,4.2,363241,2,49522.33,0.3,69331.26,UPI,2025-05-31,10:21:09,2025-06-05 10:21:09
1074,Customer_1074,24,Male,East India,87,Smartwatch,Home Appliances,Boat,4.2,672040,1,14551.59,0.15,12368.85,Cash,2025-05-31,10:21:10,2025-06-01 10:21:10
9164,Customer_9164,40,Male,North India,33,Headphones,Wearables,Boat,3.9,844325,4,15273.77,0.06,57429.38,UPI,2025-05-31,10:21:11,2025-06-03 10:21:11
4263,Customer_4263,23,Male,West India,8,TV,Wearables,LG,3.5,885074,2,190369.02,0.2,304590.43,Net Banking,2025-05-31,10:21:12,2025-06-04 10:21:12
5641,Customer_5641,35,Female,North India,89,Laptop,Electronics,Boat,4.2,600010,1,63951.38,0.0,63951.38,Credit/Debit Card,2025-05-31,10:21:13,2025-06-02 10:21:13
8782,Customer_8782,31,Male,South India,88,Smartphone,Home Appliances,Sony,3.8,945696,3,136503.14,0.09,372653.57,Cash,2025-05-31,10:21:14,2025-06-07 10:21:14
5250,Customer_5250,29,Female,West India,83,Smartwatch,Electronics,LG,4.6,201775,3,25514.8,0.09,69655.4,Credit/Debit Card,2025-05-31,10:21:15,2025-06-03 10:21:15
8020,Customer_8020,18,Male,East India,99,Smartwatch,Electronics,Boat,4.0,331341,4,34590.61,0.23,106539.08,Credit/Debit Card,2025-05-31,10:21:16,2025-06-02 10:21:16
4832,Customer_4832,40,Female,North India,11,Laptop,Home Appliances,Apple,4.1,980880,5,58732.06,0.01,290723.7,UPI,2025-05-31,10:21:17,2025-06-06 10:21:17
9622,Customer_9622,55,Male,West India,36,Refrigerator,Home Appliances,Sony,4.8,545782,5,27054.78,0.3,94691.73,Credit/Debit Card,2025-05-31,10:21:18,2025-06-05 10:21:18
2020,Customer_2020,24,Female,West India,63,Refrigerator,Home Appliances,Xiaomi,3.8,656443,1,51774.67,0.24,39348.75,UPI,2025-05-31,10:21:19,2025-06-02 10:21:19
5146,Customer_5146,21,Male,North India,51,Refrigerator,Home Appliances,Samsung,3.9,967135,5,25188.26,0.07,117125.41,Credit/Debit Card,2025-05-31,10:21:20,2025-06-07 10:21:20
1653,Customer_1653,37,Male,East India,89,Laptop,Wearables,OnePlus,3.8,861621,4,172178.42,0.1,619842.31,Net Banking,2025-05-31,10:21:21,2025-06-07 10:21:21
5506,Customer_5506,46,Male,East India,86,Smartwatch,Wearables,Samsung,3.8,584880,4,18704.95,0.07,69582.41,UPI,2025-05-31,10:21:22,2025-06-05 10:21:22
3700,Customer_3700,39,Male,North India,57,Laptop,Electronics,Samsung,4.2,997598,1,163637.64,0.03,158728.51,Net Banking,2025-05-31,10:21:23,2025-06-06 10:21:23
6240,Customer_6240,50,Female,North India,52,TV,Home Appliances,Boat,4.5,850700,2,105623.28,0.28,152097.52,Cash,2025-05-31,10:21:24,2025-06-01 10:21:24
5014,Customer_5014,60,Male,North India,16,Headphones,Electronics,Samsung,4.9,940317,2,14925.17,0.01,29551.84,Net Banking,2025-05-31,10:21:25,2025-06-01 10:21:25
3333,Customer_3333,40,Female,West India,79,TV,Wearables,LG,4.7,181999,5,157698.25,0.12,693872.3,UPI,2025-05-31,10:21:26,2025-06-01 10:21:26
1437,Customer_1437,41,Male,South India,72,Washing Machine,Wearables,Sony,3.8,676157,2,38926.91,0.27,56833.29,Credit/Debit Card,2025-05-31,10:21:27,2025-06-03 10:21:27
5998,Customer_5998,56,Female,East India,14,Headphones,Home Appliances,Apple,4.2,853724,1,21245.7,0.08,19546.04,Credit/Debit Card,2025-05-31,10:21:28,2025-06-07 10:21:28
4791,Customer_4791,21,Female,North India,38,TV,Electronics,LG,4.9,852355,2,81858.66,0.08,150619.93,UPI,2025-05-31,10:21:29,2025-06-04 10:21:29
4242,Customer_4242,37,Male,West India,46,Laptop,Wearables,Xiaomi,4.8,361200,1,176584.03,0.16,148330.59,Net Banking,2025-05-31,10:21:30,2025-06-01 10:21:30
9084,Customer_9084,41,Male,South India,45,Smartphone,Electronics,LG,3.7,215091,1,83380.25,0.14,71707.01,UPI,2025-05-31,10:21:31,2025-06-03 10:21:31
9569,Customer_9569,48,Female,North India,85,Laptop,Home Appliances,Samsung,4.3,113928,4,94388.41,0.19,305818.45,Net Banking,2025-05-31,10:21:32,2025-06-04 10:21:32
9884,Customer_9884,53,Male,South India,90,Smartwatch,Home Appliances,Boat,4.1,255098,2,41128.02,0.13,71562.75,Cash,2025-05-31,10:21:33,2025-06-04 10:21:33
9522,Customer_9522,40,Male,North India,18,Smartwatch,Wearables,Apple,4.5,601613,2,13024.38,0.05,24746.32,UPI,2025-05-31,10:21:34,2025-06-07 10:21:34
8648,Customer_8648,44,Male,West India,71,Washing Machine,Home Appliances,Xiaomi,4.8,651096,4,35694.35,0.2,114221.92,UPI,2025-05-31,10:21:35,2025-06-02 10:21:35
9563,Customer_9563,23,Male,West India,73,Laptop,Wearables,LG,3.7,673905,5,177981.1,0.17,738621.56,Net Banking,2025-05-31,10:21:36,2025-06-05 10:21:36
6847,Customer_6847,35,Male,South India,25,Washing Machine,Wearables,LG,4.8,904364,3,60192.57,0.22,140850.61,UPI,2025-05-31,10:21:37,2025-06-03 10:21:37
2038,Customer_2038,55,Female,North India,18,Headphones,Wearables,Sony,4.3,831638,1,4291.61,0.04,4119.95,Net Banking,2025-05-31,10:21:38,2025-06-07 10:21:38
4337,Customer_4337,45,Male,East India,77,TV,Wearables,Sony,4.0,803056,1,165389.98,0.13,143889.28,Net Banking,2025-05-31,10:21:39,2025-06-04 10:21:39
5326,Customer_5326,27,Female,East India,88,Washing Machine,Home Appliances,LG,4.1,626579,5,72218.57,0.17,299707.07,Net Banking,2025-05-31,10:21:40,2025-06-04 10:21:40
9969,Customer_9969,38,Male,South India,47,Smartwatch,Electronics,Boat,3.9,790065,4,4163.56,0.22,12990.31,Cash,2025-05-31,10:21:41,2025-06-06 10:21:41
1469,Customer_1469,26,Male,North India,93,Headphones,Home Appliances,LG,4.4,941827,3,25868.85,0.14,66741.63,Credit/Debit Card,2025-05-31,10:21:42,2025-06-07 10:21:42
6981,Customer_6981,37,Female,South India,19,Laptop,Home Appliances,Apple,4.2,344461,5,128512.11,0.23,494771.62,UPI,2025-05-31,10:21:43,2025-06-06 10:21:43
4549,Customer_4549,54,Female,West India,49,Refrigerator,Wearables,Samsung,3.6,334196,5,62369.39,0.06,293136.13,Credit/Debit Card,2025-05-31,10:21:44,2025-06-04 10:21:44
6767,Customer_6767,38,Male,East India,26,Washing Machine,Home Appliances,OnePlus,4.2,893255,3,40568.46,0.25,91279.04,Credit/Debit Card,2025-05-31,10:21:45,2025-06-01 10:21:45
4752,Customer_4752,56,Male,West India,36,TV,Electronics,Boat,3.8,845574,3,32981.64,0.27,72229.79,UPI,2025-05-31,10:21:46,2025-06-01 10:21:46
9002,Customer_9002,49,Male,North India,13,TV,Wearables,Xiaomi,3.6,654839,3,118555.38,0.04,341439.49,Net Banking,2025-05-31,10:21:47,2025-06-05 10:21:47
